sentence	label
Do you--I just want to follow up on what Senator Thune talkeabout on NextGen, if I can, anthat is just very quickly, anthat is you talkeabout the baselines, three more to go.	N
If you were to say--if you coulgive a percentage of where do you think you're at with full implementation of NextGen in the level that we haaskefor in the FAA reauthorization bill, where woulyou say we are? 10 percent, 20 percent, 30 percent?	N
I know there are multiple pieces, but if you coultake a 30,000 view looking down, where do you think we're at?	N
I'll look forwarto supporting you in the final, but I just want to say thank you very much for coming here.	N
You were askea question some minutes ago about what kinof performance we might expect if there is less funding.	N
The FAA authorization which was signeinto law earlier this year exempts certain NextGen projects from environmental review.	N
The exemption has raiseconcerns in my region that there will be potentially more noise as a result of NextGen implementation.	N
That's critical, anthat's a complaint that we hear about regularly anreally in some instances very angrily, as you can imagine.	N
That is, I'like your commitment that you're going to devote the time anenergy to solving the Newark air traffic control problem that we wrestle with constantly.	N
As you anI talkeabout, as I saiwhen we visitethe other day, probably harto fina group of 535 people that fly more or think they're more experts in air traffic, air travel, than Members of Congress.	N
But I've been impresseby the way you've been doing it anhope that moving permanently into the position allows you to finalize some things even in a better way.	N
On the pilot flight rule, at one point it looketo me like the FAA was moving towarhaving the same flight rules for passenger pilots as cargo pilots, which I didn't think was necessary.	N
Is that the position the FAA will continue to have, that there's a different--the cargo pilots are under the rules that they've been working under anyou're moving the passenger pilots to other rules; is that the status?	N
But you're not requiring them--you're requiring them to abide by the provisions of the previous rules, right?	N
On the cost of that, I noticethere was a wide discrepancy--I think the FAA thought that cargo companies complying with the rule woulcost about $30 million anthey thought $600 million.	N
Have you lookemore carefully at that cost-benefit, how they coulhave that big a number, how the numbers coulbe that widely divergent?	N
I'like to--this cost-benefit--I think there are going to be more anmore pressures on cost-benefit generally as regulation is becoming a bigger anbigger concern at all levels.	N
On the FAA training anconference center, there's language in the Senate appropriations bill that directs the FAA to continue to pursue new leasespace for that center.	N
